Blocks,Age,Faults,Time,Result,Output
622,3,0,24065,0.026,0
623,1,0,23620,0.008,0
623,2,0,23042,0.015,0
621,6,0,24079,0.076,1
621,5,0,23529,0.056,0
391,8,20,14449,0.07,0
622,5,0,22952,0.056,0
586,1,3,21898,0.007,0
622,4,0,24065,0.039,0
623,2,0,23620,0.015,0
623,3,0,23042,0.026,0
622,0,0,24148,0.003,0
621,6,0,23529,0.076,0
391,9,20,14449,0.086,1
622,6,0,22952,0.076,0
586,2,3,21898,0.014,0
622,5,0,24065,0.056,0
623,3,0,23620,0.026,0
623,4,0,23042,0.039,0
622,1,0,24148,0.008,0
621,7,0,23529,0.099,1
392,0,20,14478,0.001,0
622,7,0,22952,0.099,1
586,3,3,21898,0.023,0
622,6,0,24065,0.076,0
623,4,0,23620,0.039,0
623,5,0,23042,0.056,0
622,2,0,24148,0.015,0
622,0,0,23557,0.003,0
392,1,20,14478,0.004,0
623,0,0,22978,0.003,0
586,4,3,21898,0.035,0
622,7,0,24065,0.098,1
623,5,0,23620,0.056,0
623,6,0,23042,0.076,0
622,3,0,24148,0.026,0
622,1,0,23557,0.008,0
392,2,20,14478,0.008,0
623,1,0,22978,0.008,0
586,5,3,21898,0.05,0
623,0,0,24127,0.003,0
623,6,0,23620,0.076,0
623,7,0,23042,0.098,1
622,4,0,24148,0.039,0
622,2,0,23557,0.015,0
392,3,20,14478,0.014,0
623,2,0,22978,0.015,0
586,6,3,21898,0.068,0
623,1,0,24127,0.008,0
623,7,0,23620,0.098,1
624,0,0,23084,0.003,0
622,5,0,24148,0.056,0
622,3,0,23557,0.026,0
392,4,20,14478,0.022,0
623,3,0,22978,0.026,0
586,7,3,21898,0.088,1
623,2,0,24127,0.015,0
624,0,0,23660,0.003,0
624,1,0,23084,0.008,0
622,6,0,24148,0.076,0
622,4,0,23557,0.039,0
392,5,20,14478,0.031,0
623,4,0,22978,0.039,0
587,0,3,21918,0.003,0
623,3,0,24127,0.026,0
624,1,0,23660,0.008,0
624,2,0,23084,0.015,0
622,7,0,24148,0.098,1
622,5,0,23557,0.056,0
392,6,20,14478,0.043,0
623,5,0,22978,0.056,0
587,1,3,21918,0.007,0
623,4,0,24127,0.039,0
624,2,0,23660,0.015,0
624,3,0,23084,0.026,0
623,0,0,24163,0.003,0
622,6,0,23557,0.076,1
392,7,20,14478,0.055,0
623,6,0,22978,0.076,1
587,2,3,21918,0.013,0
623,5,0,24127,0.056,0
624,3,0,23660,0.026,0
624,4,0,23084,0.039,0
623,1,0,24163,0.008,0
623,0,0,23586,0.003,0
392,8,20,14478,0.07,0
624,0,0,23039,0.003,0
587,3,3,21918,0.023,0
623,6,0,24127,0.076,0
624,4,0,23660,0.039,0
624,5,0,23084,0.056,0
623,2,0,24163,0.015,0
623,1,0,23586,0.008,0
392,9,20,14478,0.086,1
624,1,0,23039,0.008,0
587,4,3,21918,0.035,0
623,7,0,24127,0.098,1
624,5,0,23660,0.056,0
624,6,0,23084,0.076,0
623,3,0,24163,0.026,0
623,2,0,23586,0.015,0
393,0,20,14525,0.001,0
624,2,0,23039,0.015,0
587,5,3,21918,0.05,0
624,0,0,24165,0.003,0
624,6,0,23660,0.076,0
624,7,0,23084,0.098,1
623,4,0,24163,0.039,0
623,3,0,23586,0.026,0
393,1,20,14525,0.004,0
624,3,0,23039,0.026,0
587,6,3,21918,0.068,0
624,1,0,24165,0.008,0
624,7,0,23660,0.098,1
625,0,0,23108,0.003,0
623,5,0,24163,0.056,0
623,4,0,23586,0.039,0
393,2,20,14525,0.008,0
624,4,0,23039,0.039,0
587,7,3,21918,0.088,1
624,2,0,24165,0.015,0
625,0,0,23690,0.003,0
625,1,0,23108,0.008,0
623,6,0,24163,0.076,0
623,5,0,23586,0.056,0
393,3,20,14525,0.014,0
624,5,0,23039,0.056,0
588,0,3,21962,0.003,0
624,3,0,24165,0.026,0
625,1,0,23690,0.008,0
625,2,0,23108,0.015,0
623,7,0,24163,0.098,1
623,6,0,23586,0.076,0
393,4,20,14525,0.022,0
624,6,0,23039,0.076,0
588,1,3,21962,0.007,0
624,4,0,24165,0.039,0
625,2,0,23690,0.015,0
625,3,0,23108,0.026,0
624,0,0,24203,0.003,0
623,7,0,23586,0.098,1
393,5,20,14525,0.031,0
624,7,0,23039,0.098,1
588,2,3,21962,0.013,0
624,5,0,24165,0.056,0
625,3,0,23690,0.026,0
625,4,0,23108,0.039,0
624,1,0,24203,0.008,0
624,0,0,23660,0.003,0
393,6,20,14525,0.042,0
625,0,0,23072,0.003,0
588,3,3,21962,0.023,0
624,6,0,24165,0.075,1
625,4,0,23690,0.039,0
625,5,0,23108,0.056,0
624,2,0,24203,0.015,0
624,1,0,23660,0.008,0
393,7,20,14525,0.055,0
625,1,0,23072,0.008,0
588,4,3,21962,0.035,0
625,0,0,24194,0.003,0
625,5,0,23690,0.056,0
625,6,0,23108,0.076,1
624,3,0,24203,0.026,0
624,2,0,23660,0.015,0
393,8,20,14525,0.07,0
625,2,0,23072,0.015,0
588,5,3,21962,0.05,0
625,1,0,24194,0.008,0
625,6,0,23690,0.075,0
626,0,0,23187,0.003,0
624,4,0,24203,0.039,0
624,3,0,23660,0.026,0
393,9,20,14525,0.086,1
625,3,0,23072,0.026,0
588,6,3,21962,0.068,0
625,2,0,24194,0.015,0
625,7,0,23690,0.098,1
626,1,0,23187,0.008,0
624,5,0,24203,0.056,0
624,4,0,23660,0.039,0
394,0,20,14557,0.001,0
625,4,0,23072,0.039,0
588,7,3,21962,0.088,1
625,3,0,24194,0.026,0
626,0,0,23715,0.003,0
626,2,0,23187,0.015,0
624,6,0,24203,0.075,0
624,5,0,23660,0.056,0
394,1,20,14557,0.004,0
625,5,0,23072,0.056,0
589,0,3,22043,0.003,0
625,4,0,24194,0.039,0
626,1,0,23715,0.008,0
626,3,0,23187,0.026,0
624,7,0,24203,0.098,1
624,6,0,23660,0.076,0
394,2,20,14557,0.008,0
625,6,0,23072,0.076,0
589,1,3,22043,0.007,0
625,5,0,24194,0.056,0
626,2,0,23715,0.015,0
626,4,0,23187,0.039,0
625,0,0,24238,0.003,0
624,7,0,23660,0.098,1
394,3,20,14557,0.014,0
625,7,0,23072,0.098,1
589,2,3,22043,0.013,0
625,6,0,24194,0.075,0
626,3,0,23715,0.026,0
626,5,0,23187,0.056,0
625,1,0,24238,0.008,0
625,0,0,23687,0.003,0
394,4,20,14557,0.022,0
626,0,0,23099,0.003,0
589,3,3,22043,0.023,0
625,7,0,24194,0.098,1
626,4,0,23715,0.039,0
626,6,0,23187,0.075,0
625,2,0,24238,0.015,0
625,1,0,23687,0.008,0
394,5,20,14557,0.031,0
626,1,0,23099,0.008,0
589,4,3,22043,0.035,0
626,0,0,24228,0.003,0
626,5,0,23715,0.056,0
626,7,0,23187,0.098,1
625,3,0,24238,0.026,0
625,2,0,23687,0.015,0
394,6,20,14557,0.042,0
626,2,0,23099,0.015,0
589,5,3,22043,0.05,0
626,1,0,24228,0.008,0
626,6,0,23715,0.075,1
627,0,0,23210,0.003,0
625,4,0,24238,0.039,0
625,3,0,23687,0.026,0
394,7,20,14557,0.055,0
626,3,0,23099,0.026,0
589,6,3,22043,0.068,0
626,2,0,24228,0.015,0
627,0,0,23735,0.003,0
627,1,0,23210,0.008,0
625,5,0,24238,0.056,0
625,4,0,23687,0.039,0
394,8,20,14557,0.07,1
626,4,0,23099,0.039,0
589,7,3,22043,0.088,1
626,3,0,24228,0.026,0
627,1,0,23735,0.008,0
627,2,0,23210,0.015,0
625,6,0,24238,0.075,0
625,5,0,23687,0.056,0
395,0,20,14598,0.001,0
626,5,0,23099,0.056,0
590,0,3,22058,0.003,0
626,4,0,24228,0.039,0
627,2,0,23735,0.015,0
627,3,0,23210,0.026,0
625,7,0,24238,0.098,1
625,6,0,23687,0.075,0
395,1,20,14598,0.004,0
626,6,0,23099,0.075,0
590,1,3,22058,0.007,0
626,5,0,24228,0.056,0
627,3,0,23735,0.026,0
627,4,0,23210,0.039,0
626,0,0,24293,0.003,0
625,7,0,23687,0.098,1
395,2,20,14598,0.008,0
626,7,0,23099,0.098,1
590,2,3,22058,0.013,0
626,6,0,24228,0.075,0
627,4,0,23735,0.039,0
627,5,0,23210,0.056,0
626,1,0,24293,0.008,0
626,0,0,23713,0.003,0
395,3,20,14598,0.014,0
627,0,0,23130,0.003,0
590,3,3,22058,0.023,0
626,7,0,24228,0.098,1
627,5,0,23735,0.056,0
627,6,0,23210,0.075,0
626,2,0,24293,0.015,0
626,1,0,23713,0.008,0
395,4,20,14598,0.022,0
627,1,0,23130,0.008,0
590,4,3,22058,0.035,0
627,0,0,24257,0.003,0
627,6,0,23735,0.075,0
627,7,0,23210,0.098,1
626,3,0,24293,0.026,0
626,2,0,23713,0.015,0
395,5,20,14598,0.031,0
627,2,0,23130,0.015,0
590,5,3,22058,0.05,0
627,1,0,24257,0.008,0
627,7,0,23735,0.098,1
628,0,0,23241,0.003,0
626,4,0,24293,0.039,0
626,3,0,23713,0.026,0
395,6,20,14598,0.042,0
627,3,0,23130,0.026,0
590,6,3,22058,0.068,1
627,2,0,24257,0.015,0
628,0,0,23762,0.003,0
628,1,0,23241,0.008,0
626,5,0,24293,0.056,0
626,4,0,23713,0.039,0
395,7,20,14598,0.055,0
627,4,0,23130,0.039,0
591,0,3,22093,0.003,0
627,3,0,24257,0.026,0
628,1,0,23762,0.008,0
628,2,0,23241,0.015,0
626,6,0,24293,0.075,1
626,5,0,23713,0.056,0
395,8,20,14598,0.07,0
627,5,0,23130,0.056,0
591,1,3,22093,0.007,0
627,4,0,24257,0.039,0
628,2,0,23762,0.015,0
628,3,0,23241,0.026,0
627,0,0,24354,0.003,0
626,6,0,23713,0.075,0
395,9,20,14598,0.086,1
627,6,0,23130,0.075,0
591,2,3,22093,0.013,0
627,5,0,24257,0.056,0
628,3,0,23762,0.026,0
628,4,0,23241,0.039,0
627,1,0,24354,0.008,0
626,7,0,23713,0.098,1
396,0,20,14622,0.001,0
627,7,0,23130,0.098,1
591,3,3,22093,0.023,0
627,6,0,24257,0.075,0
628,4,0,23762,0.039,0
628,5,0,23241,0.056,0
627,2,0,24354,0.015,0
627,0,0,23735,0.003,0
396,1,20,14622,0.004,0
628,0,0,23154,0.003,0
591,4,3,22093,0.035,0
627,7,0,24257,0.098,1
628,5,0,23762,0.056,0
628,6,0,23241,0.075,0
627,3,0,24354,0.026,0
627,1,0,23735,0.008,0
396,2,20,14622,0.008,0
628,1,0,23154,0.008,0
591,5,3,22093,0.05,0
628,0,0,24281,0.003,0
628,6,0,23762,0.075,0
628,7,0,23241,0.098,1
627,4,0,24354,0.039,0
627,2,0,23735,0.015,0
396,3,20,14622,0.014,0
628,2,0,23154,0.015,0
591,6,3,22093,0.067,0
628,1,0,24281,0.007,0
628,7,0,23762,0.098,1
629,0,0,23306,0.003,0
627,5,0,24354,0.056,0
627,3,0,23735,0.026,0
396,4,20,14622,0.022,0
628,3,0,23154,0.026,0
591,7,3,22093,0.088,1
628,2,0,24281,0.015,0
629,0,0,23807,0.003,0
629,1,0,23306,0.008,0
627,6,0,24354,0.075,0
627,4,0,23735,0.039,0
396,5,20,14622,0.031,0
628,4,0,23154,0.039,0
592,0,3,22115,0.003,0
628,3,0,24281,0.025,0
629,1,0,23807,0.007,0
629,2,0,23306,0.015,0
627,7,0,24354,0.098,1
627,5,0,23735,0.056,0
396,6,20,14622,0.042,0
628,5,0,23154,0.056,0
592,1,3,22115,0.007,0
628,4,0,24281,0.039,0
629,2,0,23807,0.015,0
629,3,0,23306,0.026,0
628,0,0,24380,0.003,0
627,6,0,23735,0.075,1
396,7,20,14622,0.055,0
628,6,0,23154,0.075,1
592,2,3,22115,0.013,0
628,5,0,24281,0.055,0
629,3,0,23807,0.025,0
629,4,0,23306,0.039,0
628,1,0,24380,0.007,0
628,0,0,23764,0.003,0
396,8,20,14622,0.07,0
629,0,0,23168,0.003,0
592,3,3,22115,0.023,0
628,6,0,24281,0.075,0
629,4,0,23807,0.039,0
629,5,0,23306,0.056,0
628,2,0,24380,0.015,0
628,1,0,23764,0.008,0
396,9,20,14622,0.086,1
629,1,0,23168,0.008,0
592,4,3,22115,0.035,0
628,7,0,24281,0.097,1
629,5,0,23807,0.055,0
629,6,0,23306,0.075,0
628,3,0,24380,0.025,0
628,2,0,23764,0.015,0
397,0,20,14638,0.001,0
629,2,0,23168,0.015,0
592,5,3,22115,0.05,0
629,0,0,24320,0.003,0
629,6,0,23807,0.075,0
629,7,0,23306,0.098,1
628,4,0,24380,0.039,0
628,3,0,23764,0.026,0
397,1,20,14638,0.004,0
629,3,0,23168,0.026,0
592,6,3,22115,0.067,0
629,1,0,24320,0.007,0
629,7,0,23807,0.097,1
630,0,0,23360,0.003,0
628,5,0,24380,0.055,0
628,4,0,23764,0.039,0
397,2,20,14638,0.008,0
629,4,0,23168,0.039,0
592,7,3,22115,0.088,1
629,2,0,24320,0.015,0
630,0,0,23876,0.003,0
630,1,0,23360,0.007,0
628,6,0,24380,0.075,0
628,5,0,23764,0.056,0
397,3,20,14638,0.014,0
629,5,0,23168,0.056,0
593,0,3,22141,0.003,0
629,3,0,24320,0.025,0
630,1,0,23876,0.007,0
630,2,0,23360,0.015,0
628,7,0,24380,0.097,1
628,6,0,23764,0.075,0
397,4,20,14638,0.022,0
629,6,0,23168,0.075,0
593,1,3,22141,0.007,0
629,4,0,24320,0.039,0
630,2,0,23876,0.015,0
630,3,0,23360,0.025,0
629,0,0,24420,0.003,0
628,7,0,23764,0.098,1
397,5,20,14638,0.031,0
629,7,0,23168,0.098,1
593,2,3,22141,0.013,0
629,5,0,24320,0.055,0
630,3,0,23876,0.025,0
630,4,0,23360,0.039,0
629,1,0,24420,0.007,0
629,0,0,23797,0.003,0
397,6,20,14638,0.042,0
630,0,0,23209,0.003,0
593,3,3,22141,0.023,0
629,6,0,24320,0.075,1
630,4,0,23876,0.039,0
630,5,0,23360,0.055,0
629,2,0,24420,0.015,0
629,1,0,23797,0.007,0
397,7,20,14638,0.055,0
630,1,0,23209,0.007,0
593,4,3,22141,0.035,0
630,0,0,24381,0.003,0
630,5,0,23876,0.055,0
630,6,0,23360,0.075,1
629,3,0,24420,0.025,0
629,2,0,23797,0.015,0
397,8,20,14638,0.07,0
630,2,0,23209,0.015,0
593,5,3,22141,0.05,0
630,1,0,24381,0.007,0
630,6,0,23876,0.075,0
631,0,0,23393,0.003,0
629,4,0,24420,0.039,0
629,3,0,23797,0.025,0
397,9,20,14638,0.086,1
630,3,0,23209,0.025,0
593,6,3,22141,0.067,0
630,2,0,24381,0.015,0
630,7,0,23876,0.097,1
631,1,0,23393,0.007,0
629,5,0,24420,0.055,0
629,4,0,23797,0.039,0
398,0,20,14678,0.001,0
630,4,0,23209,0.039,0
593,7,3,22141,0.087,1
630,3,0,24381,0.025,0
631,0,0,23890,0.003,0
631,2,0,23393,0.015,0
629,6,0,24420,0.075,0
629,5,0,23797,0.055,0
398,1,20,14678,0.004,0
630,5,0,23209,0.055,0
594,0,3,22201,0.003,0
630,4,0,24381,0.039,0
631,1,0,23890,0.007,0
631,3,0,23393,0.025,0
629,7,0,24420,0.097,1
629,6,0,23797,0.075,0
398,2,20,14678,0.008,0
630,6,0,23209,0.075,0
594,1,3,22201,0.007,0
630,5,0,24381,0.055,0
631,2,0,23890,0.015,0
631,4,0,23393,0.039,0
630,0,0,24486,0.003,0
629,7,0,23797,0.097,1
398,3,20,14678,0.014,0
630,7,0,23209,0.097,1
594,2,3,22201,0.013,0
630,6,0,24381,0.075,0
631,3,0,23890,0.025,0
631,5,0,23393,0.055,0
630,1,0,24486,0.007,0
630,0,0,23824,0.003,0
398,4,20,14678,0.022,0
631,0,0,23232,0.003,0
594,3,3,22201,0.023,0
630,7,0,24381,0.097,1
631,4,0,23890,0.039,0
631,6,0,23393,0.075,0
630,2,0,24486,0.015,0
630,1,0,23824,0.007,0
398,5,20,14678,0.031,0
631,1,0,23232,0.007,0
594,4,3,22201,0.035,0
631,0,0,24449,0.003,0
631,5,0,23890,0.055,0
631,7,0,23393,0.097,1
630,3,0,24486,0.025,0
630,2,0,23824,0.015,0
398,6,20,14678,0.042,0
631,2,0,23232,0.015,0
594,5,3,22201,0.05,0
631,1,0,24449,0.007,0
631,6,0,23890,0.075,1
632,0,0,23464,0.003,0
630,4,0,24486,0.039,0
630,3,0,23824,0.025,0
398,7,20,14678,0.055,0
631,3,0,23232,0.025,0
594,6,3,22201,0.067,0
631,2,0,24449,0.015,0
632,0,0,23915,0.003,0
632,1,0,23464,0.007,0
630,5,0,24486,0.055,0
630,4,0,23824,0.039,0
398,8,20,14678,0.07,1
631,4,0,23232,0.039,0
594,7,3,22201,0.087,1
631,3,0,24449,0.025,0
632,1,0,23915,0.007,0
632,2,0,23464,0.015,0
630,6,0,24486,0.075,0
630,5,0,23824,0.055,0
399,0,20,14740,0.001,0
631,5,0,23232,0.055,0
595,0,3,22270,0.003,0
631,4,0,24449,0.039,0
632,2,0,23915,0.015,0
632,3,0,23464,0.025,0
630,7,0,24486,0.097,1
630,6,0,23824,0.075,0
399,1,20,14740,0.004,0
631,6,0,23232,0.075,0
595,1,3,22270,0.007,0
631,5,0,24449,0.055,0
632,3,0,23915,0.025,0
632,4,0,23464,0.039,0
631,0,0,24515,0.003,0
630,7,0,23824,0.097,1
399,2,20,14740,0.008,0
631,7,0,23232,0.097,1
595,2,3,22270,0.013,0
631,6,0,24449,0.075,0
632,4,0,23915,0.039,0
632,5,0,23464,0.055,0
631,1,0,24515,0.007,0
631,0,0,23855,0.003,0
399,3,20,14740,0.014,0
632,0,0,23258,0.003,0
595,3,3,22270,0.023,0
631,7,0,24449,0.097,1
632,5,0,23915,0.055,0
632,6,0,23464,0.075,0
631,2,0,24515,0.015,0
631,1,0,23855,0.007,0
399,4,20,14740,0.022,0
632,1,0,23258,0.007,0
595,4,3,22270,0.035,0
632,0,0,24521,0.003,0
632,6,0,23915,0.075,0
632,7,0,23464,0.097,1
631,3,0,24515,0.025,0
631,2,0,23855,0.015,0
399,5,20,14740,0.031,0
632,2,0,23258,0.015,0
595,5,3,22270,0.05,0
632,1,0,24521,0.007,0
632,7,0,23915,0.097,1
633,0,0,23487,0.003,0
631,4,0,24515,0.039,0
631,3,0,23855,0.025,0
399,6,20,14740,0.042,0
632,3,0,23258,0.025,0
595,6,3,22270,0.067,1
632,2,0,24521,0.015,0
633,0,0,23943,0.003,0
633,1,0,23487,0.007,0
631,5,0,24515,0.055,0
631,4,0,23855,0.039,0
399,7,20,14740,0.055,0
632,4,0,23258,0.039,0
596,0,3,22290,0.003,0
632,3,0,24521,0.025,0
633,1,0,23943,0.007,0
633,2,0,23487,0.015,0
631,6,0,24515,0.075,1
631,5,0,23855,0.055,0
399,8,20,14740,0.069,0
632,5,0,23258,0.055,0
596,1,3,22290,0.007,0
632,4,0,24521,0.039,0
633,2,0,23943,0.015,0
633,3,0,23487,0.025,0
632,0,0,24524,0.003,0
631,6,0,23855,0.075,0
399,9,20,14740,0.086,1
632,6,0,23258,0.075,0
596,2,3,22290,0.013,0
632,5,0,24521,0.055,0
633,3,0,23943,0.025,0
633,4,0,23487,0.039,0
632,1,0,24524,0.007,0
631,7,0,23855,0.097,1
400,0,20,14779,0.001,0
632,7,0,23258,0.097,1
596,3,3,22290,0.023,0
632,6,0,24521,0.075,0
633,4,0,23943,0.039,0
633,5,0,23487,0.055,0
632,2,0,24524,0.015,0
632,0,0,23896,0.003,0
400,1,20,14779,0.004,0
633,0,0,23279,0.003,0
596,4,3,22290,0.035,0
632,7,0,24521,0.097,1
633,5,0,23943,0.055,0
633,6,0,23487,0.075,0
632,3,0,24524,0.025,0
632,1,0,23896,0.007,0
400,2,20,14779,0.008,0
633,1,0,23279,0.007,0
596,5,3,22290,0.05,0
633,0,0,24539,0.003,0
633,6,0,23943,0.075,0
633,7,0,23487,0.097,1
632,4,0,24524,0.039,0
632,2,0,23896,0.015,0
400,3,20,14779,0.014,0
633,2,0,23279,0.015,0
596,6,3,22290,0.067,0
633,1,0,24539,0.007,0
633,7,0,23943,0.097,1
634,0,0,23522,0.003,0
632,5,0,24524,0.055,0
632,3,0,23896,0.025,0
400,4,20,14779,0.022,0
633,3,0,23279,0.025,0
596,7,3,22290,0.087,1
633,2,0,24539,0.015,0
634,0,0,23986,0.003,0
634,1,0,23522,0.007,0
632,6,0,24524,0.075,0
632,4,0,23896,0.039,0
400,5,20,14779,0.031,0
633,4,0,23279,0.039,0
597,0,3,22329,0.003,0
633,3,0,24539,0.025,0
634,1,0,23986,0.007,0
634,2,0,23522,0.015,0
632,7,0,24524,0.097,1
632,5,0,23896,0.055,0
400,6,20,14779,0.042,0
633,5,0,23279,0.055,0
597,1,3,22329,0.007,0
633,4,0,24539,0.039,0
634,2,0,23986,0.015,0
634,3,0,23522,0.025,0
633,0,0,24552,0.003,0
632,6,0,23896,0.075,1
400,7,20,14779,0.055,0
633,6,0,23279,0.075,1
597,2,3,22329,0.013,0
633,5,0,24539,0.055,0
634,3,0,23986,0.025,0
634,4,0,23522,0.039,0
633,1,0,24552,0.007,0
633,0,0,23930,0.003,0
400,8,20,14779,0.069,0
634,0,0,23304,0.003,0
597,3,3,22329,0.023,0
633,6,0,24539,0.074,0
634,4,0,23986,0.039,0
634,5,0,23522,0.055,0
633,2,0,24552,0.015,0
633,1,0,23930,0.007,0
400,9,20,14779,0.086,1
634,1,0,23304,0.007,0
597,4,3,22329,0.035,0
633,7,0,24539,0.097,1
634,5,0,23986,0.055,0
634,6,0,23522,0.075,0
633,3,0,24552,0.025,0
633,2,0,23930,0.015,0
401,0,20,14809,0.001,0
634,2,0,23304,0.015,0
597,5,3,22329,0.049,0
634,0,0,24595,0.003,0
634,6,0,23986,0.074,0
634,7,0,23522,0.097,1
633,4,0,24552,0.039,0
633,3,0,23930,0.025,0
401,1,20,14809,0.004,0
634,3,0,23304,0.025,0
597,6,3,22329,0.067,0
634,1,0,24595,0.007,0
634,7,0,23986,0.097,1
635,0,0,23607,0.003,0
633,5,0,24552,0.055,0
633,4,0,23930,0.039,0
401,2,20,14809,0.008,0
634,4,0,23304,0.039,0
597,7,3,22329,0.087,1
634,2,0,24595,0.015,0
635,0,0,24034,0.003,0
635,1,0,23607,0.007,0
633,6,0,24552,0.074,0
633,5,0,23930,0.055,0
401,3,20,14809,0.014,0
634,5,0,23304,0.055,0
598,0,3,22357,0.003,0
634,3,0,24595,0.025,0
635,1,0,24034,0.007,0
635,2,0,23607,0.015,0
633,7,0,24552,0.097,1
633,6,0,23930,0.075,0
401,4,20,14809,0.022,0
634,6,0,23304,0.075,0
598,1,3,22357,0.007,0
634,4,0,24595,0.039,0
635,2,0,24034,0.015,0
635,3,0,23607,0.025,0
634,0,0,24589,0.003,0
633,7,0,23930,0.097,1
401,5,20,14809,0.031,0
634,7,0,23304,0.097,1
598,2,3,22357,0.013,0
634,5,0,24595,0.055,0
635,3,0,24034,0.025,0
635,4,0,23607,0.039,0
634,1,0,24589,0.007,0
634,0,0,23953,0.003,0
401,6,20,14809,0.042,0
635,0,0,23378,0.003,0
598,3,3,22357,0.023,0
634,6,0,24595,0.074,1
635,4,0,24034,0.039,0
635,5,0,23607,0.055,0
634,2,0,24589,0.015,0
634,1,0,23953,0.007,0
401,7,20,14809,0.055,0
635,1,0,23378,0.007,0
598,4,3,22357,0.035,0
635,0,0,24621,0.003,0
635,5,0,24034,0.055,0
635,6,0,23607,0.074,1
634,3,0,24589,0.025,0
634,2,0,23953,0.015,0
401,8,20,14809,0.069,0
635,2,0,23378,0.015,0
598,5,3,22357,0.049,0
635,1,0,24621,0.007,0
635,6,0,24034,0.074,0
636,0,0,23635,0.003,0
634,4,0,24589,0.039,0
634,3,0,23953,0.025,0
401,9,20,14809,0.086,1
635,3,0,23378,0.025,0
598,6,3,22357,0.067,0
635,2,0,24621,0.015,0
635,7,0,24034,0.097,1
636,1,0,23635,0.007,0
634,5,0,24589,0.055,0
634,4,0,23953,0.039,0
402,0,20,14839,0.001,0
635,4,0,23378,0.039,0
598,7,3,22357,0.087,1
635,3,0,24621,0.025,0
636,0,0,24075,0.003,0
636,2,0,23635,0.015,0
634,6,0,24589,0.074,0
634,5,0,23953,0.055,0
402,1,20,14839,0.004,0
635,5,0,23378,0.055,0
599,0,3,22374,0.003,0
635,4,0,24621,0.039,0
636,1,0,24075,0.007,0
636,3,0,23635,0.025,0
634,7,0,24589,0.097,1
634,6,0,23953,0.074,0
402,2,20,14839,0.008,0
635,6,0,23378,0.074,0
599,1,3,22374,0.007,0
635,5,0,24621,0.055,0
636,2,0,24075,0.015,0
636,4,0,23635,0.039,0
635,0,0,24617,0.003,0
634,7,0,23953,0.097,1
402,3,20,14839,0.014,0
635,7,0,23378,0.097,1
599,2,3,22374,0.013,0
635,6,0,24621,0.074,0
636,3,0,24075,0.025,0
636,5,0,23635,0.055,0
635,1,0,24617,0.007,0
635,0,0,23978,0.003,0
402,4,20,14839,0.022,0
636,0,0,23423,0.003,0
599,3,3,22374,0.023,0
635,7,0,24621,0.096,1
636,4,0,24075,0.039,0
636,6,0,23635,0.074,0
635,2,0,24617,0.015,0
635,1,0,23978,0.007,0
402,5,20,14839,0.031,0
636,1,0,23423,0.007,0
599,4,3,22374,0.035,0
636,0,0,24642,0.003,0
636,5,0,24075,0.055,0
636,7,0,23635,0.097,1
635,3,0,24617,0.025,0
635,2,0,23978,0.015,0
402,6,20,14839,0.042,0
636,2,0,23423,0.015,0
599,5,3,22374,0.049,0
636,1,0,24642,0.007,0
636,6,0,24075,0.074,1
637,0,0,23660,0.003,0
635,4,0,24617,0.039,0
635,3,0,23978,0.025,0
402,7,20,14839,0.055,0
636,3,0,23423,0.025,0
599,6,3,22374,0.067,0
636,2,0,24642,0.015,0
637,0,0,24118,0.003,0
637,1,0,23660,0.007,0
635,5,0,24617,0.055,0
635,4,0,23978,0.039,0
402,8,20,14839,0.069,1
636,4,0,23423,0.039,0
599,7,3,22374,0.087,1
636,3,0,24642,0.025,0
637,1,0,24118,0.007,0
637,2,0,23660,0.015,0
635,6,0,24617,0.074,0
635,5,0,23978,0.055,0
403,0,20,14879,0.001,0
636,5,0,23423,0.055,0
600,0,3,22394,0.003,0
636,4,0,24642,0.039,0
637,2,0,24118,0.015,0
637,3,0,23660,0.025,0
635,7,0,24617,0.096,1
635,6,0,23978,0.074,0
403,1,20,14879,0.004,0
636,6,0,23423,0.074,0
600,1,3,22394,0.007,0
636,5,0,24642,0.055,0
637,3,0,24118,0.025,0
637,4,0,23660,0.039,0
636,0,0,24657,0.003,0
635,7,0,23978,0.097,1
403,2,20,14879,0.008,0
636,7,0,23423,0.097,1
600,2,3,22394,0.013,0
636,6,0,24642,0.074,0
637,4,0,24118,0.039,0
637,5,0,23660,0.055,0
636,1,0,24657,0.007,0
636,0,0,24020,0.003,0
403,3,20,14879,0.014,0
637,0,0,23484,0.003,0
600,3,3,22394,0.023,0
636,7,0,24642,0.096,1
637,5,0,24118,0.055,0
637,6,0,23660,0.074,0
636,2,0,24657,0.015,0
636,1,0,24020,0.007,0
403,4,20,14879,0.022,0
637,1,0,23484,0.007,0
600,4,3,22394,0.035,0
637,0,0,24661,0.003,0
637,6,0,24118,0.074,0
637,7,0,23660,0.096,1
636,3,0,24657,0.025,0
636,2,0,24020,0.015,0
403,5,20,14879,0.031,0
637,2,0,23484,0.015,0
600,5,3,22394,0.049,0
637,1,0,24661,0.007,0
637,7,0,24118,0.096,1
638,0,0,23711,0.003,0
636,4,0,24657,0.039,0
636,3,0,24020,0.025,0
403,6,20,14879,0.042,0
637,3,0,23484,0.025,0
600,6,3,22394,0.067,1
637,2,0,24661,0.015,0
638,0,0,24140,0.003,0
638,1,0,23711,0.007,0
